Year,COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),TOTAL AREA (1000 ha),FOREST AREA (1000 ha),BARREN AND UNCULTIVABLE LAND AREA (1000 ha),LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),PERMANENT PASTURES AREA (1000 ha),OTHER FALLOW AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent),NITROGEN CONSUMPTION (tons),PHOSPHATE CONSUMPTION (tons),POTASH CONSUMPTION (tons),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha)
1991,5700,1578,27621,1285.55,375.31,59.5,54.97,51.51,46.31,429.14,527.18,127.48,59447,25220,4162,88826,210.43
1991,3270,,38620,1582.94,759.4,82.04,116.99,47.96,21.35,477.05,501.33,106.12,39405,,3197,57154,123.56
1991,2631,1025,3899,1192.5,255.68,87.3,71.65,60.67,77.17,417.24,547.2,132.06,54052,22473,4319,80839,196.68
1991,,1426,8297,1624.38,702.83,42.13,62.69,50.04,34.95,564.7,575,106.01,11283,5593,766,17639,34.34
1991,132,17,1094,587.79,112.48,6.94,55.6,2.4,7.48,396.45,615.56,155.65,68454,11405,2196,82049,208.48
1991,159,44,2611,421.64,,9.26,53.98,3.5,8.08,325.77,500.26,155.2,56767,10274,1645,68686,216.13
1991,,4,1822,596.95,12.99,16.36,79.37,2.78,16.05,454.79,727.09,163.36,73181,15666,2336,91178,204.36
1991,165,30,1794,497.56,12.75,16.54,52.28,4.57,10.89,387.99,,175.5,48911,,,63815,169.32
1991,433,87,2003,504.31,2.41,28.19,45.29,4.62,13.68,396.16,630.8,162.87,32896,13168,671,46727,121.25
1991,213,4,1422,378.43,3.33,7.65,33.6,5.68,11.91,310.54,417.93,136.13,20093,7188,843,28121,92.13
1991,28,8,1673,483.03,41.42,17.99,43.68,2.38,15.82,344.9,457.83,133.74,25057,11255,807,37115,109.55
1991,0,0,0,431.09,11.19,,31.37,4.02,33.48,299.85,453.8,154.71,23718,10211,965,34889,
1991,22,6,1902,444.27,4.47,11.54,41.14,4.98,25.18,309.99,499.25,162.13,29301,7735,1081,38115,125.74
1991,0,0,0,410.54,2.31,13.23,47.8,2.41,8.76,,489.3,151.31,51553,11725,2671,,202.63
1991,6,0,0,521.31,9.9,13.7,44.62,5,19.65,,608.13,155.38,45004,10044,2094,57133,143.45
1991,0,0,0,597.42,13.92,15,49.47,3.68,8.71,490.77,742.4,154.97,74277,15283,4767,94321,195.58
1991,2,0,0,459.5,14.21,10.11,41.91,3.27,16.77,358.94,558.36,158.18,43445,8494,3072,55003,158.96
1991,4,0,0,352.9,81.48,7.54,34.9,4.22,5.9,222.26,362.43,168.22,39841,7161,3775,50773,234.61
1991,0,0,0,239.36,9.61,8.06,27.31,3.02,3.78,193.95,319.92,167.45,32087,7153,2264,41499,220.32
1991,6,0,0,485.8,49.34,12.03,55.65,3.64,7.53,344.59,453.13,135.87,47676,7504,2468,57640,172.23
1991,0,0,0,431.93,7.47,26.5,43.34,5.08,24.73,287.58,417.45,146.28,37506,9349,1834,48681,172.06
1991,0,0,0,439.73,41.37,27.81,36.62,5.24,19.57,288.93,437.58,,20768,,548,27311,
1991,0,0,0,425.11,8.7,15.41,47.12,3.64,19.88,295.17,393.69,137.84,25455,5373,1210,32031,112
1991,0,0,0,731.49,24.14,32.99,84.23,3.21,37.87,473.62,668.48,145.11,52541,12366,,67436,145.99
1991,,0,0,1008.99,108,50.1,72.96,9.13,49.19,532.71,622.6,118.78,11239,8248,119,19601,39
1991,0,0,0,458.21,27.7,17.58,35.15,,9.5,347.66,,110.63,9418,4912,220,14543,45.31
1991,0,0,0,783.81,80.78,37.52,49.64,1.44,27.61,501.98,581.91,118.42,,4217,94,13455,27.96
1991,3,0,0,511.29,81.4,13.57,59.95,2.3,16.8,320.5,503.77,158.42,47455,12569,5787,65807,206.97
1991,0,0,0,1202.76,510.18,49.68,87.21,,64.66,385.14,533.86,143.44,14511,5404,2006,21918,61.35
1991,0,0,0,,3.11,10.43,44.07,5.46,21.73,,453.91,161.6,27931,9942,3451,41324,145.1
1991,0,0,0,335.21,0,8.92,39.7,4.06,6.33,264.1,390.74,149.32,33356,8811,3096,45259,175.67
1991,,0,0,300.58,0,15.28,38.86,3.15,,224.11,343.8,157.68,26027,,1758,34053,155
1991,0,0,0,646.24,59.79,7.18,69.92,2.39,15.42,469.57,761.62,164.37,48928,17057,4243,70225,151.83
1991,0,0,0,539.62,3.38,14.26,69.72,3.37,10.79,422.94,,158.57,70622,22082,6879,99577,
1991,0,0,0,732.71,,9.52,83.44,4.63,14.21,580.06,862.66,149.89,55087,12325,3010,70417,123.81
1991,0,0,0,596.45,1.27,14.57,71.72,4.99,20.01,441.31,711.47,163.72,42045,12673,3047,57760,133.48
1991,0,0,0,256.16,15.41,12.29,27.38,4.41,15.95,149.93,206.46,140.74,17451,6245,1333,25028,172.49
1991,0,0,0,459.61,19.56,17.06,41.25,5.57,38.26,287,419.91,148.47,22440,,1220,30237,109.71
1991,0,,0,574.69,,10.75,59.91,3.66,17.72,424.46,553.05,134.99,28102,6191,990,35276,86.69
1991,0,0,0,602.75,11,23.26,46.24,6.35,31.63,400.41,580.71,148,25351,6080,274,31701,82.56
1991,0,0,0,772.06,165.65,7.79,75.48,3.11,9.66,464.41,648.95,141.17,51068,13173,3908,68144,150.04
1991,0,,0,444.37,10.06,10.69,60.27,6.16,19.17,295.46,470.25,160.9,44224,14861,2709,61788,212.55
1991,0,0,0,737.07,77.34,,77.15,5.74,25.63,487.71,738,153.74,28848,6627,1391,36864,80.2
1991,0,0,0,689.7,105.68,9.32,74.99,4.72,12.12,457.08,700.38,153.69,25301,6635,1621,33551,74.56
1991,0,0,0,443.18,2.79,16.77,49.91,3.45,26.41,283.4,435.26,155.35,24108,6735,1706,32546,118.47
1991,0,0,0,364.41,1.44,11.22,41.13,4.84,19.35,226.05,342.49,157.79,21517,,1063,27975,126.97
1991,0,0,0,449.58,10.48,12.92,56.48,3.05,34.07,285.48,466.74,166.29,34191,7757,2784,44727,158.76
1991,0,0,0,705.8,404.51,6.32,33.44,3.2,7.81,205.55,340.46,167.79,51101,16010,5499,72605,360.68
1991,0,0,0,729.88,394.15,35.03,19.37,61.42,11.78,114.36,186.94,169.58,746,442,146,1324,14.99
1991,0,0,0,639.09,333.24,28.68,19.59,87.89,14.95,68.69,118.72,178.64,383,223,41,644,11.74
1991,,0,0,844.7,522.36,170.84,19.31,26.08,4.63,42.88,67.28,155.49,268,217,36,516,16.25
1991,0,0,0,805.62,714.28,20.52,8.68,15.5,5.75,34.65,50.16,153.16,261,246,30,537,18.84
1991,0,0,0,578.54,400.2,15.25,12.04,3.86,10.41,72.74,115.63,165.37,366,248,43,655,12.33
1991,0,0,0,763.56,453.18,37.76,18.76,45.95,19.11,88.1,134.05,157.53,402,268,44,709,12.19
1991,0,0,0,317.5,222.81,2.56,19.61,4.08,7.18,56.77,92.59,168.23,2831,860,184,3870,70.36
1991,0,0,0,393.5,2.2,5.2,132.15,0,0,289.2,653.7,228.26,25853,14036,10892,50779,178.79
1991,0,0,0,534.5,3,1.72,108.78,0,5,406.57,709.3,178.58,25388,14375,12322,52079,130.72
1991,0,0,0,0,0,0,0,0,0,1,737.9,3,47502,24274,15445,87217,0
1991,0,,0,0,0,,0,0,0,3,438.9,0,29915,15344,11075,56329,0
1991,0,0,0,0,0,0,0,0,0,2,528.9,1,17573,10892,6839,,0
1991,0,0,0,0,0,0,0,0,0,0,472.3,1,41356,,12497,75459,0
1991,0,0,0,0,0,0,0,0,0,3,174.2,1,,11665,9968,41987,0
1991,0,0,0,0,0,0,0,0,0,2,462.2,2,12881,6312,5053,24240,0
1991,0,0,0,0,0,,0,0,,0,162.5,3,,4905,4016,16371,0
1991,0,0,0,0,0,0,0,0,0,1,480.6,1,19804,10712,10595,41105,0
1991,0,0,0,0,0,0,0,0,0,1,489.3,2,17872,9073,6684,33626,0
1991,0,0,0,0,0,0,0,,0,3,367.4,1,14011,8783,6481,29270,0
1992,3,2,5003,901.31,128.36,99.74,115.4,8.62,13.37,501.9,716.66,144.48,37869,9383,1699,48945,101.71
1992,6,15,3501,1451.3,534.76,194.95,126.13,7.76,14.31,,693.37,138.77,33051,7926,1573,42542,83.81
1992,68,228,3493,1085.84,324.24,83.97,122.64,27.86,38.4,447.41,714.65,161.55,75714,24226,8101,108035,244.55
1992,167,61,3492,781.54,85.19,47.91,115.42,23.49,35.01,443.14,666.1,151.88,100580,34342,10044,144962,333.35
1992,162,562,3494,881.69,69.4,62.83,160.97,16.2,32.16,481.65,750.85,160.78,100235,35803,9890,145923,309.5
1992,18339,6923,3773,1923.29,367.56,109.89,219.08,61.72,100.55,866.83,1132.6,131.58,116325,47248,8386,171955,199.6
1992,8759,2134,2443,2037.28,391.05,127.33,126.68,18.53,163,998.44,1108.42,112.25,,35301,6865,96404,98.84
1992,668,163,2441,1541.84,507.5,244.82,173.09,23.56,87.41,366.91,,117.95,29144,14106,2554,45800,
1992,0,0,0,1500.77,455.36,168.87,141.05,44.42,105.86,463.44,,111.04,24885,10351,2710,37941,83.04
1992,5,0,0,695.2,256.77,73.09,74.91,10.13,19.32,225.88,309.11,139.79,1999,380,428,2801,15.56
1992,5,0,0,883.5,196.02,61.75,183.06,23.82,11.14,372.69,504.55,139.67,1214,433,443,2086,8.63
1992,6,0,0,719.1,186.54,53.36,198.85,10.73,7.63,221.55,290.95,134.75,595,,323,1226,9.6
1992,4,0,0,1031.1,315.72,102.73,134.8,21.03,13.19,415.42,623.86,,2408,747,928,4078,13.88
1992,9,5,1252,988.7,224.31,46.38,105.69,51.29,9.49,511.83,736.38,145.41,2492,981,1169,4634,12.12
1992,64,8,792,1047.4,312.62,595.48,0,0,0,134.3,184.27,141.12,54,19,19,86,1.63
1992,8,0,0,553.4,122.5,79.58,127.63,21.15,7.34,170.37,251.72,154.1,,174,196,700,5.2
1992,9,4,1251,557.5,101.13,35.04,56.39,24.87,7.23,334.91,508.64,155.11,5433,825,836,7090,22.42
1992,2,0,0,906.1,218.77,43.08,152.32,23.05,11.58,392.79,505.02,130.39,1398,992,794,3176,12.1
1992,2,0,0,784.2,0,33.8,142.1,4.3,9.5,512.4,727.1,143.95,45471,7526,1223,54214,109.43
1992,0,0,0,873,0,10.5,202,4.1,12.3,515.4,648.6,127.14,28161,8505,1678,38336,78.67
1992,0,0,0,404.2,0,37,78,5.6,15.6,247.6,352.3,,11757,2580,625,14959,64.65
1992,0,0,0,1070,4.1,55.2,183.5,4.8,24.6,651,889.9,140.29,35827,7332,3831,46984,73.28
1992,0,0,0,696.1,0,36.6,78,2.7,15.1,507.5,762,152.15,36793,11365,1688,49841,99.59
1992,,0,0,552.1,7.7,16.7,108,,8.2,374.3,480.3,131.09,46106,4622,1002,51724,142.3
1992,0,0,0,975.7,135.9,83.4,143.7,,49.3,492.3,633,131.76,40097,10005,2423,52520,108.33
1992,0,0,0,560.9,47.4,67.8,92.4,5.3,23.9,211.9,245.3,119.47,25513,6270,,33221,161.01
1992,0,0,0,1230.2,158.8,64.9,163.1,6.5,30.4,551,718,132,,8143,1521,70045,131.35
1992,5,0,0,,492.4,35.3,148.9,139,50.5,1044.6,1364.4,134.73,25065,15327,5236,,44.84
1992,0,0,0,3910,2415.4,129.5,90.6,153.6,49.3,860.5,,106.11,3268,1706,586,5555,10.48
1992,0,0,0,2258.1,909.4,24.7,140.9,146.8,39.1,941.4,1177.7,125.91,35576,14955,,58314,64.01
1992,0,0,0,1301.5,385.7,120.1,74,104.7,33.1,545.1,580.3,107.1,13723,5591,1359,20670,39.98
1992,,0,0,2205.5,1115,23.6,115.3,219.1,47,580.1,635.5,111.22,4054,2490,554,7096,13.25
1992,1531,2475,1624,894.77,13.5,75.92,79.05,35.41,8,587.61,,111.73,31312,7635,3110,,73.05
1992,385,1748,4544,675,42.2,,40.4,50,3.2,499.4,538.7,110.7,16865,10686,773,28320,59.93
1992,192,396,2082,1235.7,151,37.7,70.8,73.6,0,821.5,1079.5,134.52,34447,10570,554,45566,57.67
1992,852,1796,2112,783.3,147,25.2,104.1,28.3,0,428.7,435.1,102.79,13876,,1857,20401,50.7
1992,1021,4625,4541,980.9,32.5,102.7,75.2,74.4,7,632.9,690.3,110.13,28207,16681,787,45670,73.61
1992,,0,0,518.5,127.9,19.8,40.7,9.8,0,309.7,340.2,113.94,16635,8255,4509,29394,97.83
1992,0,0,0,229.9,,0,5.7,0,0,57.6,56.8,102.37,0,0,0,0,0
1992,291,1073,3712,1020.1,44.1,162.5,66.8,80.4,7.2,561.7,643.6,115.61,13187,8292,7036,28514,51.85
1992,297,974,3311,1059,202.3,32,56.1,112.4,0,580,667.1,119.44,27806,17210,2886,47897,84.01
1992,152,414,2741,692.1,12.8,35.7,87.4,31.5,5.8,521.5,,123.75,70137,9022,3121,82276,161.37
1992,555,1265,2281,4566.2,288.1,,74,72,9,659,714.1,112.39,11844,4002,378,16215,28.68
1992,901,2366,2632,931.33,19.8,16.28,74.15,57.69,1.4,732.69,960.07,134.03,43284,10743,1307,55326,79.82
1992,112,202,1833,888,225.2,38.8,,30.5,4.9,478.2,577.2,123,,6684,206,26088,58.78
1992,1035,5157,5003,,35.1,114.6,72.9,89.8,1.4,741.5,860.2,,35719,20642,3485,59841,82.92
1992,161,376,2382,733.8,,37.8,44,35.3,1.5,433.2,520.8,122.55,35315,13109,2458,50877,
1992,61,314,5273,777.3,145.8,62,86.8,26.2,,431.8,467.5,109.35,45865,18703,10704,75265,
1992,3340,5535,1664,1050.9,52.4,133.9,54.2,,9.2,,700.8,107.68,14756,6617,829,22198,35.52
1992,2526,12125,4802,1434.13,23.68,27.49,61.07,0,0,1178.95,2014.31,172.75,128615,46203,265,175078,150.63
1992,3,0,0,485,,20,70,7,0,335,503,152.9,27001,9501,49,,114.07
1992,511,1890,3714,322.86,12.44,6,25.88,3.36,0,261.18,487.72,190.52,42091,10158,44,52286,203.51
1992,6,0,0,385,71,13,20,5,0,272,,167.42,44523,12384,715,57616,216.98
1992,9,21,2432,731.14,24.56,9,77.12,14.64,0,604.82,1119.28,189.48,149999,37037,1244,188273,316.84
1992,89,240,2744,589.28,20.65,12.26,42.82,8.39,0,489.64,700.61,146.85,42423,14337,177,56932,117.74
1992,7,0,0,118.47,14.45,7.42,19.17,45.32,2.76,34.86,63.5,195.03,1918,117,57,2088,66.47
1992,0,0,0,695.42,273.61,8.25,12.19,354.51,3.29,,60.5,134.72,683,78,64,823,22.29
1992,10,4,42861,844.27,274.04,51.28,121.57,105.29,18.22,199.92,365.5,186.74,10914,1235,651,12793,67.29
1992,0,0,0,659.3,23.34,34.43,10.45,169.49,2.61,11.49,11.21,123.96,50,29,22,95,13.42
1992,0,0,0,51.1,3.08,6.63,4.89,1.03,,37.36,65.06,177.18,1194,259,261,1707,48.92
1992,0,0,0,912.16,114.06,545.57,4.54,97.5,2.03,6.17,4.31,105.42,,104,73,286,92.96
1992,6,0,0,183.55,21.2,13.44,13.81,81.97,2.8,44,,174.15,2333,463,146,2941,74.43
1992,0,0,0,398.88,175.42,11.46,17.32,101.04,3.61,95.91,168.53,174.35,3557,521,403,4475,49.13
1992,0,0,0,515.1,112.79,18.85,9.51,203.46,4.52,78.55,104.84,138.95,2122,727,600,3443,48.16
1992,6,4,5002,225.75,49.01,11.9,13.88,62.38,3.01,44.74,82.32,186.25,1612,253,121,1980,50.26
1992,0,0,0,1799.13,755.47,,135.56,29.81,180.79,268.77,307.74,115.43,4939,2079,213,7225,29.97
1992,0,0,0,300.57,46.73,43.85,68.14,2.39,37.71,59.13,60.96,103.45,669,392,348,1406,27.57
1992,0,0,0,1276.7,558,86.6,,9.4,126.5,150.5,185.9,,4465,1504,140,6104,43.36
1992,0,0,0,1826.4,342.6,110.9,117.6,4.2,226,543,603.2,113.92,8343,6089,823,15248,32.13
1992,12,7,3332,780.47,73.32,65.17,77.85,121.03,18.54,354.27,379.57,109.31,19258,11093,3826,34170,98.72
1992,71,17,2353,1066.76,46.98,70.54,84.18,106.92,40.79,576.08,615.79,107.73,14666,10910,3462,29030,52.48
1992,4604,930,2013,1249.28,341.46,68.96,87.39,92.95,,541.65,643.23,119.86,28847,13988,10391,53221,99.8
1992,12,4,2222,499.24,26.77,23.68,64.62,43.29,17.31,268.24,325.81,122.42,27365,7951,4237,39547,150.98
1992,706,142,2014,665.6,58.03,33.57,,55,26.9,377.1,431.65,114.97,21441,12760,5590,39785,109.78
1992,526,165,3094,1060.55,330.43,23.28,101.39,189.41,36.98,326.14,401.4,124.53,22149,12398,10059,44602,141.17
1992,226,53,2191,723.08,202.49,31.32,45.04,108.78,13.33,,343.27,121.4,12169,8806,6285,27256,95.31
1992,3625,139,3734,1018.51,,31.58,61.96,120.02,27.22,602.12,740.82,125.52,32152,20705,7853,60707,
1992,9785,1930,1974,957.22,121.25,62.72,82.72,11.08,9.08,611.33,701.81,117.23,46011,25670,13274,84950,143.87
1992,19633,4357,2223,1381.2,118.3,24.43,63.67,21.69,15.63,1097.39,1362.21,125.27,32408,29948,12810,,70.61
1992,8882,2315,2614,1347.38,192.42,45.34,72.33,,8.77,882.52,987.36,114.81,,16314,7177,61635,71.08
1992,394,50,1201,542.77,28.09,,,17.28,33.8,369.03,438.99,121.66,5406,4977,401,10781,30.45
1992,6578,1151,1753,1390.34,48.62,37.71,63.43,37.5,66.34,955.1,1097.8,116.85,57391,27053,10048,94487,102.03
1992,0,0,0,836.6,228.78,,91.24,33.53,21.49,220.97,297.95,137,8136,5042,8532,21703,102.66
1992,733,165,2211,1027.68,832.61,,20.42,23.14,10,112.25,134.09,118.83,2707,1908,1791,6399,58.51
1992,0,0,0,137.06,0,1.21,24.89,,4.52,108.03,164.58,156.79,4551,2341,3978,10869,104.45
1992,0,0,0,571.67,86.06,19.94,42.1,2.49,6.4,390.13,483.07,127.01,8501,5534,8055,,
1992,0,0,0,341.31,64.3,5.27,40.07,4.22,5.41,222.66,293.52,137.17,9460,5100,7336,21893,101.65
1992,0,0,0,,219.87,14.25,39.37,3.53,6.2,334.91,404.48,123.33,14489,8369,16047,38899,118.55
1992,0,0,0,373.15,93.48,3.43,28.92,4.13,4.92,238.97,329.92,140.38,8473,4637,10543,23647,103.36
1992,0,0,0,365.23,106.42,6.15,23.98,3.12,,211.44,270.61,129.39,5659,3157,3869,12680,62.81
1992,1228,339,27433,442.98,139.26,13.39,34.04,3.08,6.09,221.46,354.52,162.91,12693,5524,7021,25232,119.48
1992,0,0,0,522.59,240.65,3.22,36.87,2.03,2.23,245.71,350.62,145.81,,6208,5924,21239,88.49
1992,0,0,0,301.39,107.62,2.39,30.61,3.07,6.64,155.69,214.75,138.89,5968,3045,5826,14837,98.89
1992,0,0,0,219.6,51.86,2.99,22.95,3.03,2.57,147.62,209.42,143.04,5046,3360,3222,11623,81.36
1992,,0,0,1016.5,156.6,85.4,64.2,102.1,48,460.6,565.2,126.37,12958,,284,20373,48.42
1992,,0,0,928.5,498.7,5.2,49.7,48.7,17.5,276.2,352.8,129.83,7702,3344,756,,46.87
1992,999,258,2552,1187.9,448.4,52,53.8,58,34.2,482.2,546.5,115.6,9567,3683,543,13791,31.71
1992,0,0,0,517.6,137.3,2,25.7,33,9,295,373.6,127.48,6654,4254,112,11015,39.59
1992,,0,0,1327.5,574.4,59.2,72.8,42.1,66.4,429.1,511.8,122.69,2155,689,64,2905,7.82
1992,0,0,0,,290.3,19.7,52.7,107.1,16.8,521.1,600.5,115.91,5556,5807,162,11519,26.19
1992,0,0,0,731.6,267.3,64.8,28.9,39,12.3,288.3,334.8,116.14,2969,2356,51,5371,22.69
1992,0,0,0,507,67.1,51.8,43,51.7,17.4,254.7,358.4,143.88,9331,4843,102,14273,60.24
1992,0,0,0,865,87.7,105.9,50.6,94.6,48.4,357.2,428.4,122.15,6489,4263,125,10875,31.52
1992,0,0,0,704.9,302.4,24.5,44.2,19.7,20.5,226.7,258.7,115.85,2720,1892,40,4647,23.58
1992,0,0,0,630.8,69,44.4,,39,27.6,369.4,477.9,,15871,6147,41,22056,62.36
1992,0,0,0,1041.2,446.6,,66.3,0,32,355.2,444.4,126.18,2099,1066,11,3168,10.93
1992,0,0,0,744.4,138.1,84.9,63.5,23.4,21.3,358,441.2,124.03,11147,5919,41,17104,49.9
1992,0,0,0,1387,551.1,44.1,93.8,43.8,77.1,455.9,513.4,116.39,2004,1356,,3381,9.48
1992,0,0,0,522.9,110.4,56.9,,22.3,10.4,270.8,292.5,110.07,,4703,,15581,58.95
1992,0,0,0,1021.3,329.8,44.2,62.7,55.3,25.5,408.4,478.6,,,3913,49,8479,24.91
1992,0,0,0,1100.2,155.6,100.8,61.2,61,13.2,630.8,,113.72,5157,3677,24,8855,15.1
1992,0,0,0,207.5,25.3,5.1,,6.8,4.6,135.7,141.7,108.03,3653,1242,15,4904,40.95
1992,0,0,0,1169.3,335.7,208.3,67.1,69.3,13.1,426,471.5,111.97,28999,4526,186,33707,83.5
1992,0,0,0,448.2,10.6,27.9,35.8,25.2,7.1,337.4,368.9,112.47,16689,2484,153,19322,61.43
1992,9,3,2002,385.1,53.2,5.9,31.4,32.1,6.5,262.2,369.6,143.21,11906,8622,669,21192,84.74
1992,1568,,1914,488.5,38.4,45.4,27.5,36.7,4.7,320.5,476.9,150.64,14485,7610,534,22623,71.8
1992,13,4,1114,,,4.5,44.8,75.7,3.1,475.4,682.6,147.47,17893,12198,508,30589,66.48
1992,55,7,934,949.4,109.7,98.2,94.4,56.3,4.5,553.4,826.7,154.29,26364,12859,867,40086,74.96
1992,3577,508,1422,702.3,207.2,17.2,35,80.1,2.7,364.3,442.8,123.61,12070,7610,764,20440,59.25
1992,5572,775,1383,821.5,138.2,56.7,48.4,59.4,7.1,,650.3,130.32,19344,10321,1129,30785,64.31
1992,1438,156,1073,676.7,128.9,62,56.2,41.9,,362.7,507.6,143.17,7008,1547,178,,28.19
1992,391,7,782,931.2,211.9,16.7,62.6,91.6,7,528.7,667.8,127.41,10456,8782,277,19507,
1992,0,0,0,851.7,335.4,4.5,39.1,30.2,7.2,423.3,513.5,123.94,6319,5077,99,11490,29.34
1992,,0,0,734.2,107.5,12.1,38.7,38.3,7.4,,585.1,114.94,4875,5391,66,10325,21.71
1992,88,10,714,1008.8,397.1,27.6,49.2,,31.6,414,489.8,122.98,6389,3433,395,10211,25.9
1992,156,14,844,613.7,17.5,,41.4,87.2,7.2,412.9,504,124.98,8234,4782,129,13142,34.05
1992,47,5,933,620.8,9.6,50.1,45.9,69,6.7,434.6,562.3,131.52,10692,7689,354,18731,45.3
1992,1840,198,1073,1002.3,362.5,35.2,34.6,55.8,17.9,455.1,677.2,150.25,24777,16975,704,42453,95.48
1992,0,0,0,937.7,355.8,71.6,,66.8,13.7,,308.3,108.31,9760,1767,1333,12854,48.33
1992,0,0,0,1323.4,40.8,333.3,37.8,14.5,,360.6,388.9,108.94,8379,2813,2059,13244,40.13
1992,7,17,2803,,341.2,183.7,20.4,25.4,31,903.4,975.8,110.16,45925,19619,5923,71461,83.45
1992,588,1107,1881,1439,555.3,59.1,21.6,51.4,18.4,739,789.6,110.29,31920,12049,4761,48724,67.29
1992,1754,3429,1961,1165.9,167.2,81.7,,60.5,6.3,826.5,1080.4,133.67,74510,24747,12375,111629,
1992,10,22,2711,1705,169.6,136,13.4,43.2,82.4,1174.4,1347,116.75,,13642,5755,65319,57.81
1992,4,4,3001,1563,181.1,158.1,51.5,80.8,30.4,1012.9,1184.5,117.96,,13189,7710,62559,63.82
1992,14,47,3381,1059.2,145.8,123.5,29.1,77.2,,586.2,694.3,118.96,29151,10029,5904,45079,81.02
1992,16,36,2622,865,52.3,46.2,46.9,20.9,51.6,589.4,637.5,109.66,32500,11677,10207,54380,96.42
1992,38,111,2973,1489.8,36.1,65.2,6,71.6,110.6,1098.1,1151.9,108.81,,12379,5264,46737,45.6
1992,3,4,2004,,148.5,45.6,37.1,44.9,30.5,420,453.4,109.51,,15939,14826,75808,183.22
1992,2689,2708,1011,1099.2,38.7,19.8,32,36.7,43.7,866.6,1225.3,142.26,22776,,3159,34588,42
1992,352,500,1422,1120.9,27.5,26.6,45.1,40.4,,835.8,935.9,113.9,18232,6999,1978,27202,33.66
1992,2370,2274,961,1034.1,92.2,21,32.9,,16.6,735.2,792.9,,39556,18267,8346,66164,93.48
1992,0,0,0,1417.9,4.4,22.5,28,39.2,99.2,1045.3,1325.4,130.82,25138,14212,4330,43677,43.82
1992,2172,,981,970.1,118.9,29.3,49.2,39,18.4,705.7,821.3,119.62,25136,12277,2573,39980,59.97
1992,3055,4098,1341,1058,67.9,,52.2,48.3,16.7,829.9,1007.3,122.55,28979,14127,3396,46497,59.16
1992,3339,4318,1292,1224.7,332.9,21.7,44.3,,16.3,735.3,894.5,125.54,24669,12071,2111,38848,56.9
1992,4039,4801,1192,1352.9,257.4,40.4,44.4,63.5,29.7,861.4,,112.29,28199,9159,4066,41422,50.19
1992,1317,1573,1192,630.9,64.8,14.8,45.6,44.1,27.6,389.9,397.7,106.53,19297,10853,,32776,87.7
1992,549,64,1103,988.4,188.5,22.5,72.6,74.3,30.7,,588.7,106.96,21100,9463,2165,32724,60.1
1992,0,0,0,930.9,265.6,21.6,96.6,140.6,12,364.7,442.1,123.46,16435,4701,1468,22599,65.64
1992,611,629,1034,2586.4,1503.2,44.5,132.4,131.7,26.1,671.5,771.1,118.2,15618,5293,2159,23061,37.5
1992,0,0,0,649,33,27,53,30,11,458,710,156.82,18715,5001,,26555,61.23
1992,86,7,373,885,148,39,41,60,24,466,630.9,137.46,5315,2218,1016,8545,19.37
1992,0,0,0,1093,181,21,103,40,11,683,1211.1,179.55,21504,4112,2938,28546,45.91
1992,6,0,0,1095,492,14,51,49,10,450,644,145.85,,1606,849,,20.51
1992,59,4,523,1223,620,5,64,33,12,482,821,175.34,25477,3482,1790,30745,
1992,,25,862,1160,506,7,38,27,,563,825,149.7,3749,3043,951,7739,17.79
1992,0,0,0,834,251,31,38,42,0,306,406.5,134.28,2345,1217,339,3893,15.88
1992,135,6,2244,2705,891,233,193,108,87,763,1166.8,154.26,7655,2506,1874,12030,17.83
1992,0,,0,,470,18,42,30,7,440,552.2,129.19,4318,1744,769,,16.66
1992,4,0,0,1047,328,46,70,69,11,460,759.6,169.56,16341,1865,2040,20242,45.29
1992,,0,0,1751,624,55,71,98,4,686,926.6,139.52,27847,10580,4816,43235,
1992,4,0,0,983,403,13,31,73,18,339,419.7,128.69,2432,1299,715,4441,17.25
1992,0,0,0,358,23,11,46,0,0,283,489,175.91,60087,16194,888,77166,280.57
1992,30,121,4414,510,19,6,50,0,0,437,812,188.55,103879,22379,624,,293
1992,0,0,0,164,3,7,19,,7,131,255,197.12,31161,8995,816,40971,321.57
1992,7,13,1831,341,8,10,11,0,0,310,525,172.16,61225,18931,1521,81674,266.17
1992,6,0,0,392,133,,8,3,0,249,389,159.72,28838,6407,1438,36679,150.09
1992,43,160,3983,389.1,17,0,50.65,0,0,324.45,625.1,196.95,105119,28283,1728,135130,420.76
1992,1364,8077,5934,1014.76,16.14,23.2,78.3,0,8.44,,,188.45,193660,64479,1045,259179,309.66
1992,1683,9473,5642,703.24,13.86,12.8,63.7,0,6.56,610.08,1081.02,178.87,130361,37373,1057,168791,280.49
1992,544,2608,4834,512.12,,5,46.88,0,0,456.24,,202.02,95865,23618,890,120368,266.57
1992,24,63,3103,460.78,17,6,47.47,0,0,390.31,,190.07,99345,21876,499,121713,316.63
1992,,108,1724,843.39,49.08,99.48,45.82,84.07,55.45,408.15,487.35,120.8,5977,3975,119,10068,25.84
